datetime,temperature_2m (°C),apparent_temperature (°C),relative_humidity_2m (%),dew_point_2m (°C),cloud_cover (%),wind_speed_10m (km/h),wind_gusts_10m (km/h),surface_pressure (hPa),precipitation (mm),rain (mm),et0_fao_evapotranspiration (mm),data_source,timestamp,hour,day_of_week,month,is_weekend,is_summer,is_monsoon,is_winter,is_morning_peak,is_evening_peak,is_peak_hour,shortwave_radiation,wet_bulb_temperature_2m,direct_radiation,diffuse_radiation,cloud_cover_total,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_direction_10m,wind_direction_100m,is_diwali_period,is_major_festival,is_national_holiday,is_religious_festival,festival_intensity,pre_festival_day,post_festival_day,festival_type,is_political_event,is_pollution_emergency,is_stubble_burning_period,is_odd_even_scheme,festival_season,solar_generation_mw,solar_irradiance_ghi_wm2,solar_irradiance_dni_wm2,solar_direct_radiation_wm2,solar_diffuse_radiation_wm2,solar_capacity_factor_percent,net_load_mw,solar_penetration_percent,net_load_ramp_rate_mw_per_hour,duck_curve_depth_mw,evening_ramp_stress,duck_severity_factor,solar_capacity_factor,delhi_load,brpl_load,bypl_load,ndpl_load,ndmc_load,mes_load,heat_stress_index,delhi_morning_peak,delhi_evening_peak
2022-07-25 10:00:00,27.6,30.7,82.0,24.2,43.0,21.5,36.0,979.0,0.1,0.1,0.19,simulation_realistic,2022-07-25 10:00:00,10,0,7,0.0,0.0,1.0,0.0,1.0,0.0,1.0,563.0,26.239365,329.0,234.0,27.0,25.0,8.0,0.0,112.30626,112.38018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,254.6,597.0,425.7,349.0,248.0,12.734588587198273,9516.31,10.445753434520078,1135.0599999999995,3430.0999999999995,0.0,0.1,0.3653611663353214,4779.37,2021.09,964.72,1445.05,265.02,41.06,0.0,1,0
2022-07-25 11:00:00,29.1,31.6,75.0,24.1,38.0,24.7,43.2,979.2,0.1,0.1,0.33,simulation_realistic,2022-07-25 11:00:00,11,0,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,443.0,26.130081,253.0,190.0,22.0,19.0,7.0,2.0,107.52566,106.699326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,254.6,654.0,433.3,401.0,253.0,12.734588587198273,10129.66,11.261079849496769,613.3500000000004,3430.0999999999995,0.0,0.3,0.4002451954937044,5087.33,2056.98,1084.25,1573.68,286.27,41.15,0.0,0,0
2022-07-25 12:00:00,30.2,33.6,71.0,24.3,31.0,22.0,44.6,979.4,0.1,0.1,0.45,simulation_realistic,2022-07-25 12:00:00,12,0,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,277.0,25.62785,139.0,138.0,46.0,29.0,63.0,0.0,85.4861,86.87794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,254.6,722.0,483.0,473.0,249.0,12.734588587198273,10313.5,13.632841332185627,183.8400000000001,3430.0999999999995,0.0,0.5,0.4418621603711067,5181.87,2100.73,1112.86,1590.17,286.56,41.31,0.0,0,0
2022-07-25 13:00:00,31.2,35.2,67.0,24.3,29.0,20.1,42.5,979.1,0.0,0.0,0.52,simulation_realistic,2022-07-25 13:00:00,13,0,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,84.0,25.774792,19.0,65.0,56.0,23.0,40.0,10.0,137.12111,125.537766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,254.6,776.0,529.1,517.0,259.0,12.734588587198273,10314.88,12.350708842172748,1.3800000000010186,3430.0999999999995,0.0,0.7,0.474910536779324,5182.52,2148.85,1100.54,1550.77,291.52,40.68,0.0,0,0
2022-07-25 14:00:00,31.5,35.4,65.0,24.1,31.0,20.3,37.1,978.6,0.2,0.2,0.54,simulation_realistic,2022-07-25 14:00:00,14,0,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,25.711344,1.0,14.0,25.0,1.0,10.0,16.0,131.63345,123.17853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,254.6,704.0,493.7,454.0,250.0,12.734588587198273,10599.27,13.013645161742303,284.3899999999976,3430.0999999999995,0.0,0.9,0.4308482438701126,5324.2,2184.89,1141.71,1605.16,303.14,40.17,0.0,0,0
2022-07-25 15:00:00,32.5,36.9,61.0,24.0,25.0,18.7,37.4,977.6,0.1,0.1,0.61,simulation_realistic,2022-07-25 15:00:00,15,0,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.539886,0.0,0.0,24.0,1.0,18.0,8.0,111.16133,113.962494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,254.6,584.0,432.0,350.0,234.0,12.734588587198273,11424.570000000002,9.825311202563586,825.3000000000029,3430.0999999999995,0.0,1.0,0.3574088800530152,5739.74,2327.35,1232.63,1748.51,337.08,39.26,0.0,0,0
2022-07-25 16:00:00,32.7,36.9,59.0,23.8,31.0,17.1,34.9,976.4,0.1,0.1,0.57,simulation_realistic,2022-07-25 16:00:00,16,0,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.366596,0.0,0.0,45.0,25.0,19.0,21.0,108.970505,112.1664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,254.6,455.0,403.6,265.0,190.0,12.734588587198273,11348.020000000002,8.395403107218208,-76.54999999999927,3430.0999999999995,0.0,0.8,0.2784625579854208,5701.08,2334.03,1201.26,1728.21,345.33,38.11,0.0,0,0
2022-07-25 17:00:00,32.6,36.4,59.0,23.7,27.0,15.2,31.7,975.8,0.1,0.1,0.48,simulation_realistic,2022-07-25 17:00:00,17,0,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.4394,0.0,0.0,27.0,5.0,11.0,19.0,115.11481,119.14798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,254.6,281.0,298.4,140.0,141.0,12.734588587198273,11082.54,5.441590602661768,-265.4800000000014,3430.0999999999995,0.0,1.0,0.171974817760106,5570.81,2315.99,1176.04,1654.16,329.59,35.95,0.0,0,1
2022-07-25 18:00:00,32.5,36.2,60.0,23.6,22.0,14.3,28.4,975.2,0.1,0.1,0.39,simulation_realistic,2022-07-25 18:00:00,18,0,7,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,25.237007,0.0,0.0,3.0,1.0,0.0,3.0,114.90474,117.05052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,133.765,97.0,95.9,25.0,72.0,12.734588587198273,10516.73,2.6154362710033427,-565.8099999999995,3430.0999999999995,0.0,1.0,0.0593638170974155,5276.96,2190.59,1138.44,1587.09,290.03,33.62,0.0,0,1
2022-07-25 19:00:00,31.3,35.0,63.0,23.4,46.0,13.7,25.9,976.0,0.0,0.0,0.27,simulation_realistic,2022-07-25 19:00:00,19,0,7,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,24.93805,0.0,0.0,10.0,1.0,0.0,8.0,108.970505,110.67451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,12.93,14.0,8.9,1.0,13.0,12.734588587198273,10130.04,0.3909805356403099,-386.6900000000023,3430.0999999999995,0.0,0.9,0.0085685884691848,5089.76,2128.24,1085.17,1551.79,244.01,31.07,0.0,0,1
2022-07-25 20:00:00,30.1,35.3,71.0,24.2,56.0,6.9,23.0,976.9,0.0,0.0,0.1,simulation_realistic,2022-07-25 20:00:00,20,0,7,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,24.565058,0.0,0.0,6.0,6.0,0.0,0.0,108.970505,111.03758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,12.734588587198273,10335.61,0.0,205.5699999999997,3430.0999999999995,0.0,0.6,0.0,5191.85,2241.4,1092.75,1546.14,230.38,33.09,0.0,0,1
2022-07-25 21:00:00,29.2,34.9,76.0,24.5,25.0,4.3,11.2,977.4,0.0,0.0,0.04,simulation_realistic,2022-07-25 21:00:00,21,0,7,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,24.27845,0.0,0.0,23.0,16.0,0.0,9.0,100.30479,104.5345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,12.734588587198273,10263.11,0.0,-72.49999999999818,3430.0999999999995,0.0,0.3,0.0,5161.62,2235.64,1113.7,1511.22,207.52,33.41,0.0,0,1
2022-07-25 22:00:00,28.6,33.2,79.0,24.5,24.0,12.0,19.1,978.6,0.0,0.0,0.04,simulation_realistic,2022-07-25 22:00:00,22,0,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.103899,0.0,0.0,80.0,72.0,15.0,14.0,97.907074,100.738846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,12.734588587198273,10837.49,0.0,574.3799999999992,3430.0999999999995,0.0,0.0,0.0,5443.4,2334.5,1207.32,1617.02,202.35,32.9,0.0,0,1
2022-07-25 23:00:00,27.8,32.5,82.0,24.5,45.0,12.2,19.4,979.5,0.0,0.0,0.03,simulation_realistic,2022-07-25 23:00:00,23,0,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.103899,0.0,0.0,99.0,29.0,11.0,98.0,98.13002,101.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,12.734588587198273,11487.89,0.0,650.4000000000015,3430.0999999999995,0.0,0.0,0.0,5769.03,2481.03,1288.86,1712.31,204.62,32.04,0.0,0,0
2022-07-26 00:00:00,27.4,32.2,85.0,24.8,27.0,12.7,21.6,979.8,0.0,0.0,0.02,simulation_realistic,2022-07-26 00:00:00,0,1,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.477072,0.0,0.0,100.0,47.0,10.0,70.0,93.366394,96.340096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,12.734588587198273,11212.240000000002,0.0,-275.64999999999964,3424.26,0.0,0.0,0.0,5632.58,2400.0,1279.37,1675.88,193.64,30.77,0.0,0,0
2022-07-26 01:00:00,26.9,31.8,88.0,24.7,3.0,11.1,20.9,979.9,0.0,0.0,0.01,simulation_realistic,2022-07-26 01:00:00,1,1,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,24.407642,2.0,19.0,62.0,49.0,27.0,4.0,95.07952,96.441505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,12.734588587198273,10519.79,0.0,-692.4500000000007,3424.26,0.0,0.0,0.0,5284.95,2239.37,1202.52,1580.44,182.62,29.89,0.0,0,0
2022-07-26 02:00:00,26.5,31.1,89.0,24.4,10.0,12.2,19.8,980.0,0.0,0.0,0.01,simulation_realistic,2022-07-26 02:00:00,2,1,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,109.0,24.420403,26.0,83.0,100.0,100.0,13.0,0.0,104.62092,104.697365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,12.734588587198273,9892.72,0.0,-627.0699999999997,3424.26,0.0,0.0,0.0,4969.93,2099.17,1124.42,1494.53,175.49,29.18,0.0,0,0
2022-07-26 03:00:00,26.0,30.4,89.0,24.1,6.0,12.2,20.5,979.6,0.0,0.0,0.01,simulation_realistic,2022-07-26 03:00:00,3,1,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,229.0,24.678457,75.0,154.0,48.0,36.0,27.0,0.0,112.4428,112.28564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,12.734588587198273,9332.38,0.0,-560.3400000000001,3424.26,0.0,0.0,0.0,4688.69,1973.83,1059.76,1406.91,175.09,28.1,0.0,0,0
2022-07-26 04:00:00,25.6,29.8,90.0,23.8,23.0,12.1,19.8,979.4,0.0,0.0,0.01,simulation_realistic,2022-07-26 04:00:00,4,1,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,409.0,25.261112,200.0,209.0,76.0,76.0,4.0,0.0,112.24908,112.47948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,12.734588587198273,8905.87,0.0,-426.5100000000002,3424.26,0.0,0.0,0.0,4474.44,1898.06,1000.1,1334.46,171.09,27.72,0.0,0,0
2022-07-26 05:00:00,25.4,29.4,90.0,23.7,80.0,13.1,21.6,979.0,0.0,0.0,0.01,simulation_realistic,2022-07-26 05:00:00,5,1,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,424.0,25.484406,130.0,294.0,100.0,100.0,6.0,0.0,116.02953,116.56499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,12.734588587198273,8586.15,0.0,-319.7200000000012,3424.26,0.0,0.0,0.0,4314.79,1823.17,957.65,1294.02,168.41,28.11,0.0,0,0
2022-07-26 06:00:00,25.4,29.4,90.0,23.7,99.0,12.7,22.0,979.2,0.0,0.0,0.01,simulation_realistic,2022-07-26 06:00:00,6,1,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,234.0,24.91492,24.0,210.0,71.0,51.0,56.0,0.0,110.28265,111.960625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,18.47,20.0,16.7,2.0,18.0,12.734588587198273,8258.630000000001,0.4459316881906568,-327.5199999999986,3424.26,0.0,0.0,0.0122398939695162,4149.05,1765.14,916.07,1235.61,162.74,30.02,0.0,1,0
2022-07-26 07:00:00,25.7,30.0,91.0,24.1,100.0,12.3,20.9,979.2,0.0,0.0,0.01,simulation_realistic,2022-07-26 07:00:00,7,1,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,598.0,25.78152,275.0,323.0,41.0,30.0,25.0,0.0,123.07069,123.45334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,94.2,102.0,79.9,22.0,80.0,12.734588587198273,8249.49,2.013138829644004,-9.140000000001235,3424.26,0.0,0.0,0.0624254473161033,4144.7,1724.85,952.14,1227.22,169.84,30.74,0.0,1,0
2022-07-26 08:00:00,26.1,29.7,87.0,23.8,62.0,16.3,27.7,979.6,0.0,0.0,0.05,simulation_realistic,2022-07-26 08:00:00,8,1,7,0.0,0.0,1.0,0.0,1.0,0.0,1.0,683.0,26.635487,429.0,254.0,35.0,22.0,17.0,4.0,120.76265,121.42951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,174.4,236.0,167.8,81.0,155.0,12.734588587198273,8176.830000000001,4.210178606613429,-72.65999999999894,3424.26,0.0,0.0,0.1444333996023857,4106.93,1737.22,908.95,1192.25,197.67,33.81,0.0,1,0
2022-07-26 09:00:00,26.6,30.0,84.0,23.7,100.0,17.1,29.2,980.0,0.1,0.1,0.1,simulation_realistic,2022-07-26 09:00:00,9,1,7,0.0,0.0,1.0,0.0,1.0,0.0,1.0,724.0,26.129604,453.0,271.0,31.0,5.0,19.0,11.0,136.5911,135.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,254.6,396.0,270.9,181.0,215.0,12.734588587198273,8522.28,6.458648648171336,345.4499999999998,3424.26,0.0,0.0,0.2423525513585155,4280.49,1796.82,898.79,1264.71,243.35,38.12,0.0,1,0
2022-07-26 10:00:00,27.1,30.5,82.0,23.8,48.0,17.9,33.1,980.6,0.1,0.1,0.18,simulation_realistic,2022-07-26 10:00:00,10,1,7,0.0,0.0,1.0,0.0,1.0,0.0,1.0,540.0,26.207645,331.0,209.0,52.0,15.0,8.0,40.0,119.05451,119.4758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,254.6,499.0,271.1,222.0,277.0,12.734588587198273,9662.56,8.748303323113722,1140.2799999999988,3424.26,0.0,0.1,0.3053876739562624,4854.34,1984.7,998.16,1516.62,268.93,39.81,0.0,1,0
2022-07-26 11:00:00,28.3,32.0,78.0,24.2,76.0,17.1,34.9,980.7,0.0,0.0,0.3,simulation_realistic,2022-07-26 11:00:00,11,1,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,443.0,26.230295,254.0,189.0,46.0,21.0,7.0,30.0,112.067955,112.61991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,254.6,306.0,58.4,54.0,252.0,12.734588587198273,10273.319999999998,5.49487729423134,610.7599999999984,3424.26,0.0,0.3,0.1872697150430748,5161.09,2079.45,1078.83,1629.39,284.81,39.75,0.0,0,0
2022-07-26 12:00:00,29.3,32.9,73.0,24.1,100.0,17.2,34.6,980.5,0.0,0.0,0.34,simulation_realistic,2022-07-26 12:00:00,12,1,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,262.0,25.820736,124.0,138.0,84.0,17.0,5.0,4.0,121.50421,122.38066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,254.6,530.0,217.7,213.0,317.0,12.734588587198273,10468.28,9.219907586183512,194.9600000000028,3424.26,0.0,0.5,0.3243605036447978,5256.56,2115.21,1089.05,1639.77,327.9,39.79,0.0,0,0
2022-07-26 13:00:00,28.4,31.7,75.0,23.6,71.0,17.7,33.8,980.5,0.6,0.6,0.22,simulation_realistic,2022-07-26 13:00:00,13,1,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,118.0,25.949026,36.0,82.0,16.0,5.0,2.0,10.0,121.75944,122.15227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,254.6,715.0,472.1,461.0,254.0,12.734588587198273,10293.829999999998,11.889379845798716,-174.45000000000255,3424.26,0.0,0.7,0.4375811795891318,5165.76,2090.33,1085.37,1581.41,331.72,39.24,0.0,0,0
2022-07-26 14:00:00,29.9,33.7,72.0,24.3,41.0,18.5,36.0,979.7,0.2,0.2,0.45,simulation_realistic,2022-07-26 14:00:00,14,1,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,25.53688,2.0,16.0,25.0,5.0,2.0,20.0,115.55992,115.01686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,254.6,706.0,478.9,440.0,266.0,12.734588587198273,10588.3,13.206347148684833,294.4700000000012,3424.26,0.0,0.9,0.4320742213386349,5319.6,2131.23,1118.11,1657.13,324.07,38.16,0.0,0,0
2022-07-26 15:00:00,30.7,35.7,72.0,25.2,35.0,17.6,36.7,978.7,0.2,0.2,0.51,simulation_realistic,2022-07-26 15:00:00,15,1,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.210766,0.0,0.0,61.0,4.0,2.0,58.0,119.98155,119.24873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,254.6,511.0,383.0,310.0,201.0,12.734588587198273,11344.14,8.38925756910458,755.8400000000001,3424.26,0.0,1.0,0.3127302849569251,5701.92,2289.92,1203.8,1773.1,334.99,40.41,0.0,0,0
2022-07-26 16:00:00,30.9,35.4,68.0,24.3,31.0,18.3,37.4,977.8,0.1,0.1,0.54,simulation_realistic,2022-07-26 16:00:00,16,1,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.997107,0.0,0.0,55.0,3.0,5.0,51.0,120.65059,124.21575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,0.0,none,254.6,447.0,389.0,255.0,192.0,12.734588587198273,11319.79,8.844671364570322,-24.349999999998545,3424.26,0.0,0.8,0.2735652750165672,5685.58,2278.65,1224.04,1767.67,325.85,38.0,0.0,0,0
